SMILES,Molecule,Veri. SMILES,Log Name,Log Path,Unnamed: 0,Log Mol. Objects
FC1(F)C(C1(F)F)(F)F,C3F6,FC1(F)C(F)(F)C1(F)F,cpropane,/qchem_data/log_to_pdb_in/cpropane.log,204,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc890>
FC(C(F)(F)F)(C(F)(F)F)F,C3F8,FC(F)(F)C(F)(F)C(F)(F)F,c3f8,/qchem_data/log_to_pdb_in/c3f8.log,205,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7accba0>
F[C@@H](C(C(F)(F)F)(F)F)C(F)(F)F,C4HF9,F[C@H](C(F)(F)F)C(F)(F)C(F)(F)F,2Hbutane,/qchem_data/log_to_pdb_in/2Hbutane.log,206,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7accc10>
FC(=O)F,CF2O,O=C(F)F,cf2o,/qchem_data/log_to_pdb_in/cf2o.log,207,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acccf0>
O/C(=C(\C(F)(F)F)/F)/F.[F],C3HF6O,O/C(F)=C(/F)C(F)(F)F.[F],hfp_1oh_ts,/qchem_data/log_to_pdb_in/hfp_1oh_ts.log,208,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7accd60>
F[C](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(F)(F)F)(F)F,C7F15,F[C](C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3_heptyl,/qchem_data/log_to_pdb_in/3_heptyl.log,209,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7accdd0>
FC(=C)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C6H2F10,C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,51_hexene,/qchem_data/log_to_pdb_in/51_hexene.log,210,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acce40>
OC(=O)CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C6H4F9NO4S,O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,nmefosaa,/qchem_data/log_to_pdb_in/nmefosaa.log,211,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acceb0>
F[C]F,CF2,F[C]F,cf2,/qchem_data/log_to_pdb_in/cf2.log,212,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7accf20>
F[C](F)F,CF3,F[C](F)F,cf3,/qchem_data/log_to_pdb_in/cf3.log,213,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7accf90>
FC([C](F)F)F,C2HF4,F[C](F)C(F)F,cf2hcf2,/qchem_data/log_to_pdb_in/cf2hcf2.log,214,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acd000>
[O]S(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)([O])O,C8H5F13O3S,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,62_fts,/qchem_data/log_to_pdb_in/62_fts.log,215,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acd070>
NS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H6F13NO2S,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,62_ftsa,/qchem_data/log_to_pdb_in/62_ftsa.log,216,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acd0e0>
FC(C(F)(F)F)(F)F,C2F6,FC(F)(F)C(F)(F)F,c2f6,/qchem_data/log_to_pdb_in/c2f6.log,217,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acd150>
FC(=O)[C](C(F)(F)F)F,C3F5O,O=C(F)[C](F)C(F)(F)F,c3f5co,/qchem_data/log_to_pdb_in/c3f5co.log,218,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acd1c0>
F[C](C(C([C](F)F)(F)F)(F)F)F,C4F8,F[C](F)C(F)(F)C(F)(F)[C](F)F,cbutane_diradical,/qchem_data/log_to_pdb_in/cbutane_diradical.log,219,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acd230>
[O],O,[O],o,/qchem_data/log_to_pdb_in/o.log,220,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7accc80>
