Molecule,IUPAC,sp2 Pair Count C-C,sp2 Pair Count C-O,sp2 Total Count,sp3 Pair Count C-C,sp3 Pair Count C-F,sp3 Pair Count C-H,sp3 Pair Count C-O,sp3 Pair Count F-H,sp3 Pair Count H-O,sp3 Pair Count O-O,sp3 Total Count,Num. Atoms C,Num. Atoms F,Num. Atoms H,Num. Atoms O,SMILES,Torsions Number of Rot. Bonds,C-C-C-C Torsions,C-C-C-F Torsions,C-C-C-H Torsions,C-C-C-O Torsions,C-C-O-C Torsions,C-C-O-H Torsions,C-C-O-O Torsions,C-O-C-C Torsions,C-O-C-F Torsions,C-O-C-H Torsions,C-O-C-O Torsions,F-C-C-C Torsions,F-C-C-F Torsions,F-C-C-H Torsions,F-C-C-O Torsions,F-C-O-C Torsions,F-C-O-H Torsions,F-C-O-O Torsions,H-C-C-C Torsions,H-C-C-F Torsions,H-C-C-H Torsions,H-C-C-O Torsions,H-C-O-C Torsions,H-C-O-H Torsions,H-O-C-C Torsions,H-O-C-F Torsions,H-O-C-O Torsions,O-C-C-C Torsions,O-C-C-F Torsions,O-C-C-H Torsions,O-C-C-O Torsions,O-C-O-C Torsions,O-C-O-H Torsions,a0,a1,a2,a3,a4,H_f_0K,S(300K)
1_octane_c8_rad,C8F17,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,24,8,17.0,0.0,0.0,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.505,0.30662,-0.00030447,1.3926e-07,-2.3979e-11,-800.34,166.66
c2h6,C2H6,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,7,2,0.0,6.0,0.0,CC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3_pentyl,C6F13,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,18,6,13.0,0.0,0.0,F[C](C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,5,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.743,0.19028,-0.00018844,8.6003e-08,-1.4784e-11,0.0,127.62
c3f7oh,C3HF7O,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,11,3,7.0,1.0,1.0,OC(F)(F)C(F)(F)C(F)(F)F,3,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8733,0.13708,-0.0001347,6.1633e-08,-1.0635e-11,-412.21,101.53
61_heptene,C7H2F12,1.0,0.0,1.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,19,7,12.0,2.0,0.0,C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3318,0.24725,-0.00023855,1.0773e-07,-1.8439e-11,0.0,137.79
c3f6o2_1st,C3F6O2,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,10,3,6.0,0.0,2.0,[O]OC(F)(F)[C](F)C(F)(F)F,3,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4398,0.12567,-0.00012458,5.6876e-08,-9.7768e-12,0.0,106.04
hfp_2oh,C3HF6O,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,10,3,6.0,1.0,1.0,O[C@](F)([C](F)F)C(F)(F)F,3,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,
52rh,C7H5F11,0.0,0.0,0.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0,22,7,11.0,5.0,0.0,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1028,0.24061,-0.00021253,9.0373e-08,-1.4822e-11,0.0,135.87
cpropane_intts_prod,C3F6,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,8,3,6.0,0.0,0.0,F[C](F)C(F)(F)[C](F)F,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
pfpra,C3HF5O2,0.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,9,3,5.0,1.0,2.0,O=C(O)C(F)(F)C(F)(F)F,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7283,0.12156,-0.00011688,5.2758e-08,-9.0306e-12,0.0,96.243
propane1H,C3HF7,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,10,3,7.0,1.0,0.0,FC(F)C(F)(F)C(F)(F)F,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9291,0.11846,-0.00011,4.8063e-08,-8.007e-12,-361.38,95.555
32rh,C5H5F7,0.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,16,5,7.0,5.0,0.0,CCC(F)(F)C(F)(F)C(F)(F)F,4,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7499,0.1636,-0.00013583,5.521e-08,-8.7559e-12,0.0,108.8
4_heptyl,C7F15,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,21,7,15.0,0.0,0.0,F[C](C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,6,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.027,0.26742,-0.00026525,1.212e-07,-2.0855e-11,0.0,156.05
71_octene,C8H2F14,1.0,0.0,1.0,6.0,14.0,2.0,0.0,0.0,0.0,0.0,22,8,14.0,2.0,0.0,C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.221,0.28505,-0.00027604,1.2486e-07,-2.1385e-11,0.0,152.36
32_pentene,C5H3F7,1.0,0.0,1.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,13,5,7.0,3.0,0.0,C=CC(F)(F)C(F)(F)C(F)(F)F,3,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0985,0.1614,-0.00014732,6.4332e-08,-1.0771e-11,0.0,105.83
cf2_tfa_prod,C3HF5O2,0.0,1.0,1.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,9,3,5.0,1.0,2.0,O=C(OC(F)F)C(F)(F)F,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8829,0.1132,-0.00010115,4.2852e-08,-6.9639e-12,0.0,97.837
octene,C8F16,1.0,0.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,22,8,16.0,0.0,0.0,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.173,0.28984,-0.00028597,1.3034e-07,-2.2403e-11,0.0,161.73
e1,C5HF11O,0.0,0.0,0.0,3.0,11.0,1.0,2.0,0.0,0.0,0.0,17,5,11.0,1.0,1.0,F[C@@H](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,5,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.5402,0.21078,-0.00020132,8.9656e-08,-1.5142e-11,0.0,130.72
33_ftca,C6H5F7O2,0.0,1.0,1.0,5.0,7.0,4.0,1.0,0.0,1.0,0.0,18,6,7.0,5.0,2.0,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)F,6,3.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6588,0.20479,-0.00017668,7.3899e-08,-1.1968e-11,0.0,127.08
2_pentene,C5F10,1.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,13,5,10.0,0.0,0.0,F/C(=C(/F)C(F)(F)C(F)(F)F)C(F)(F)F,3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1206,0.17742,-0.00017433,7.9238e-08,-1.3592e-11,0.0,119.98
tfcof_oh,C2HF4O2,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,8,2,4.0,1.0,2.0,[O]C(O)(F)C(F)(F)F,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6524,0.10215,-0.0001018,4.718e-08,-8.2299e-12,0.0,85.745
cf3cfoh,C2HF4O,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,7,2,4.0,1.0,1.0,O[C](F)C(F)(F)F,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.4323,0.083676,-8.1428e-05,3.7124e-08,-6.3984e-12,-231.88,83.107
22_butene,C4H3F5,1.0,0.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,10,4,5.0,3.0,0.0,C=CC(F)(F)C(F)(F)F,2,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4077,0.12299,-0.00010911,4.6837e-08,-7.7562e-12,0.0,90.776
1H_hexane,C6HF13,0.0,0.0,0.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,19,6,13.0,1.0,0.0,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.97,0.23395,-0.00022503,1.008e-07,-1.7106e-11,0.0,136.86
22rh,C4H5F5,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,13,4,5.0,5.0,0.0,CCC(F)(F)C(F)(F)F,3,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.12557,-9.8047e-05,3.7932e-08,-5.782e-12,0.0,92.759
62_octene,C8H3F13,1.0,0.0,1.0,6.0,13.0,3.0,0.0,0.0,0.0,0.0,22,8,13.0,3.0,0.0,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.416,0.27604,-0.00026132,1.1652e-07,-1.9764e-11,0.0,147.99
butylallyl,C4F7,1.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,9,4,7.0,0.0,0.0,F[C](C(F)=C(F)F)C(F)(F)F,2,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4988,0.11984,-0.00011699,5.2971e-08,-9.0669e-12,-274.97,106.35
c2f3_o,C2F3O,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4,2,3.0,0.0,1.0,O=C(F)[C](F)F,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1063,0.052812,-4.9096e-05,2.1525e-08,-3.6064e-12,-146.25,76.899
c2f4_oh,C2HF4O,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,7,2,4.0,1.0,1.0,OC(F)(F)[C](F)F,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5231,0.083345,-8.0976e-05,3.6864e-08,-6.3455e-12,-210.36,24.195
heptane,C7F16,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,22,7,16.0,0.0,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.078,0.28431,-0.00028241,1.2918e-07,-2.2245e-11,-811.67,153.808976
2_heptene,C7F14,1.0,0.0,1.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,19,7,14.0,0.0,0.0,F/C(=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,5,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666,0.2538,-0.00025026,1.1398e-07,-1.9576e-11,0.0,149.61
42ftoh,C6H5F9O,0.0,0.0,0.0,5.0,9.0,4.0,1.0,0.0,1.0,0.0,20,6,9.0,5.0,1.0,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,3.0,7.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7226,0.21248,-0.00018413,7.7108e-08,-1.2484e-11,0.0,128.55
hexene,C6F12,1.0,0.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,16,6,12.0,0.0,0.0,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.802,0.21282,-0.00020922,9.5142e-08,-1.6328e-11,0.0,134.2
pfooh,C8HF17O,0.0,0.0,0.0,7.0,17.0,0.0,1.0,0.0,1.0,0.0,26,8,17.0,1.0,1.0,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8,5.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.773,0.33121,-0.00032852,1.5062e-07,-2.6011e-11,0.0,168.24
cf2o2_rad,CF2O2,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4,1,2.0,0.0,2.0,[O]O[C](F)F,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1022,0.046575,-4.5021e-05,2.0322e-08,-3.4783e-12,-41.1,69.181
propane,C3H8,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,10,3,0.0,8.0,0.0,CCC,2,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
cf3cf2chf,C3HF6,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,9,3,6.0,1.0,0.0,F[CH]C(F)(F)C(F)(F)F,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
hfp_2oh_1rad_prod,C3HF6O,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,10,3,6.0,1.0,1.0,O[C@@](F)([C](F)F)C(F)(F)F,3,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,
2Hbutane,C4HF9,0.0,0.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,13,4,9.0,1.0,0.0,F[C@H](C(F)(F)F)C(F)(F)C(F)(F)F,3,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
hfp_1oh_ts,C3HF6O,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,8,3,6.0,1.0,1.0,O/C(F)=C(/F)C(F)(F)F.[F],2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3_heptyl,C7F15,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,21,7,15.0,0.0,0.0,F[C](C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.26792,-0.00026592,1.2157e-07,-2.0928e-11,0.0,156.01
51_hexene,C6H2F10,1.0,0.0,1.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,16,6,10.0,2.0,0.0,C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6842,0.20856,-0.00019992,8.9987e-08,-1.5373e-11,0.0,124.02
cf2hcf2,C2HF4,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,6,2,4.0,1.0,0.0,F[C](F)C(F)F,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
c3f5co,C3F5O,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,7,3,5.0,0.0,1.0,O=C(F)[C](F)C(F)(F)F,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1708,0.096353,-9.3121e-05,4.1865e-08,-7.1286e-12,0.0,93.212
cbutane_diradical,C4F8,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,11,4,8.0,0.0,0.0,F[C](F)C(F)(F)C(F)(F)[C](F)F,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9754,0.13412,-0.00013135,5.9394e-08,-1.0134e-11,-296.79,107.9
